scorer,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90
bodyparts,point_1,point_1,point_1,point_2,point_2,point_2,point_3,point_3,point_3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
4598,739.4114,519.663,1.0,769.5693,520.43414,0.9668895,810.87714,465.6572,0.98359144
4599,739.4979,519.57,1.0,769.48175,521.0595,0.98283833,812.4694,468.25522,0.94768965
4600,739.90857,518.5703,1.0,769.10516,519.24176,0.9590091,816.1605,472.72263,0.76905465
4601,740.13226,518.1975,1.0,769.0967,519.3245,0.92973405,820.32605,477.05466,0.7767796
4602,740.5428,518.74084,1.0,770.5436,521.2949,0.9204791,821.46,481.0249,0.7991208
4603,741.1387,518.2901,1.0,770.8922,521.6267,0.92984706,824.8254,482.40848,0.8428887
4604,741.32965,517.6179,1.0,770.9942,521.7115,0.94479114,827.15607,484.53625,0.87842673
4605,742.3468,516.9104,1.0,771.25244,521.74774,0.95245,830.0092,488.54282,0.7976669
4606,742.91394,516.3044,1.0,771.3345,522.40314,0.95265263,832.05774,492.3985,0.8198886
4607,744.31366,514.90216,1.0,771.92316,522.1989,0.92940605,834.1386,495.32086,0.73488164
4608,744.792,514.7541,1.0,772.4024,522.6791,0.9227689,834.4904,498.59198,0.81223994
4609,745.36334,514.8742,1.0,772.59155,523.23456,0.9309047,835.2992,499.54938,0.87384653
4610,745.7719,514.94763,1.0,772.7757,523.72034,0.9221007,836.13446,499.93835,0.8649253
4611,745.95764,515.3815,1.0,772.586,525.0949,0.9203889,836.562,499.55106,0.8531156
4612,746.1863,518.5072,0.95111746,771.81573,528.796,0.97797394,837.25385,501.43637,0.85063887
4613,747.2443,521.67035,0.9373911,772.2462,531.2836,1.0,838.0056,502.50543,0.81566775
4614,747.54095,523.9702,0.93037975,772.9798,533.41754,0.957008,839.8015,502.78394,0.8223941
4615,747.32056,526.4861,0.9470722,773.2464,536.30994,0.9288647,841.3132,500.77023,0.79580235
4616,747.8148,526.5477,0.96264416,773.6486,536.61255,0.91993827,845.2543,499.717,0.70419097
4617,748.37256,525.8936,0.9742777,773.93243,536.23474,0.88505274,847.7428,498.1334,0.68010354
4618,748.4056,525.3546,0.93343794,774.1331,536.00104,0.8724064,849.2891,496.04892,0.56670576
4619,748.9605,524.8155,0.9139743,774.1257,536.11597,0.867605,850.71124,495.40738,0.6785775
4620,748.9083,524.8329,0.8926288,774.5325,536.31323,0.86440414,851.05054,497.7318,0.6968454
4621,749.64496,524.3527,0.8981944,774.65753,536.2408,0.8670946,851.12524,501.0855,0.72840136
4622,749.9653,523.82745,0.9028545,774.93616,536.5317,0.86841357,851.73395,503.75482,0.70324236
4623,749.8268,524.2056,0.9093409,774.84393,536.7226,0.87531525,850.76843,505.80203,0.7605503
4624,749.8423,524.74866,0.92493737,775.10645,537.0607,0.8966413,851.4135,505.71307,0.68483925
4625,749.65515,524.5863,0.9203406,775.33215,537.35785,0.89990735,851.9613,503.58148,0.74064475
4626,750.0124,524.975,0.92135555,776.5417,537.5168,0.8889141,852.6827,500.28116,0.6533465
4627,750.0986,524.50964,0.9214245,775.7208,537.45374,0.89836675,852.0827,492.0574,0.65376174
4628,749.6564,524.27026,0.9287348,774.8507,537.7073,0.91237444,851.4391,490.66678,0.43223932
4629,748.5023,524.62256,0.9530431,773.82275,537.6369,0.93337005,849.71704,494.8411,0.7093679
4630,747.3026,525.1893,0.96519136,772.56006,537.5881,0.96174365,847.4025,498.80597,0.59707737
4631,744.02045,525.86676,0.9148422,770.1809,537.7695,0.92679536,843.3504,499.93478,0.67057
4632,740.60486,525.55316,0.99489975,765.69385,537.63324,0.91089356,840.00116,501.69662,0.7678138
4633,737.4658,525.36206,0.96305126,763.5593,537.84515,0.9364433,837.0443,504.65878,0.81733644
4634,737.24756,525.4907,0.9525848,763.121,537.8056,0.9225945,836.868,506.41803,0.82998663
4635,736.8389,525.65466,0.9391886,762.96436,537.6569,0.93151915,836.7777,506.51566,0.75529945
4636,736.8781,525.42334,0.9474556,762.7624,537.55444,0.9183826,836.58386,506.0855,0.8080169
4637,736.23785,525.48175,0.9173675,762.13617,537.775,0.91484755,836.321,504.52158,0.7980585
4638,736.6424,525.03406,0.9358904,762.92993,537.5176,0.911771,837.9675,499.0348,0.6971426
4639,737.1696,524.02106,0.9198865,761.95856,537.3122,0.8804856,838.5214,486.48175,0.6851588
4640,738.2264,522.9325,0.91645986,763.0165,537.1994,0.8562412,837.9141,475.4522,0.5885531
4641,739.74536,522.8845,0.9236817,764.5639,536.4025,0.85359156,835.3706,467.75992,0.62161225
4642,740.61505,522.999,0.8970394,764.9712,536.4619,0.8543786,834.91943,465.4472,0.55825245
4643,740.6405,522.9613,0.902197,765.36127,535.99585,0.85384995,835.41565,467.01602,0.46289298
4644,740.45215,523.16534,0.91817135,765.8782,535.91345,0.8386914,836.3428,470.26245,0.48859134
4645,740.6927,523.71606,0.92745274,765.8745,536.16724,0.8588268,46.48213,894.1809,0.4157668
4646,740.64905,523.7801,0.9426129,765.6446,535.82776,0.85824615,838.37573,477.84125,0.5282192
4647,739.8109,524.34546,0.9426133,765.43,536.3523,0.8634296,837.9735,481.99542,0.6441065
4648,739.5128,525.00555,0.9493297,765.3324,536.4764,0.8596789,837.2629,484.83893,0.79879415
4649,739.1066,525.6075,0.9378286,764.73126,536.6644,0.87099624,838.3723,490.6733,0.74621165
4650,738.51025,525.18994,0.94312835,764.73663,536.1121,0.87928635,837.94965,498.13446,0.7315705
4651,738.4016,526.17664,0.90454346,764.0446,537.0516,0.9002495,837.5897,503.3207,0.8346427
4652,738.63855,525.97076,0.9396004,763.8983,537.641,0.91455615,837.53735,508.84082,0.90415466
4653,738.2619,525.89844,0.96019673,764.1648,538.3137,0.9509173,836.9075,514.1397,0.8487927
4654,737.78406,526.18854,0.94294447,763.9158,538.5657,0.96881515,836.13495,519.68933,0.8438084
4655,737.9602,526.55756,0.9438556,764.3625,539.0519,0.97956496,836.0654,523.7336,0.7867587
4656,738.22986,526.9654,0.93904597,764.71594,540.0627,0.9985872,834.55365,527.3909,0.7895134
4657,738.06714,527.7043,0.921635,764.37994,542.93207,0.9942519,834.541,531.8928,0.80948496
4658,739.26355,528.5373,0.916217,763.9953,544.6399,0.9731782,834.3713,535.8599,0.79070836
4659,739.7811,528.6506,0.90270513,763.79456,545.4853,0.9788138,834.0843,538.8989,0.8425094
4660,739.9511,528.9787,0.8923041,763.7032,545.5089,0.96582544,833.6457,542.2759,0.9239778
4661,741.3926,528.96796,0.8716276,764.15125,545.7888,0.97023946,834.1373,544.5873,0.8464564
4662,742.371,528.2942,0.8900513,764.66547,546.0378,0.96384156,833.9035,547.50574,0.86791277
4663,743.1956,528.00336,0.85923153,764.72144,546.1394,0.96035784,833.4882,549.2154,0.81000805
4664,743.94946,526.7544,0.85714793,765.02045,545.6205,0.9483897,833.16724,550.5429,0.7879933
4665,745.3246,525.75745,0.8146145,765.05994,546.24396,0.94344074,833.806,552.0719,0.7861489
4666,745.9981,524.18695,0.82813233,766.11365,545.9877,0.94118655,834.0292,553.06714,0.7528595
4667,746.53534,523.33246,0.8387476,766.4282,545.6825,0.93497235,834.04456,553.5855,0.7801486
4668,746.9712,522.9952,0.875838,767.37646,543.2671,0.89576524,833.54944,554.1909,0.78925973
4669,747.19635,522.7581,0.8797088,767.3346,543.5931,0.8860185,832.4304,554.99115,0.85510397
4670,747.55505,522.0389,0.88048685,767.95105,543.3104,0.8921383,832.8808,555.42914,0.86898494
4671,748.34985,521.31665,0.88395256,768.56995,543.19025,0.92471105,833.1722,555.4967,0.8357323
4672,749.17365,520.48096,0.8570252,769.258,543.08246,0.9117057,834.5906,556.9781,0.8331269
4673,750.56555,519.0874,0.8852672,769.89355,542.6852,0.9583215,838.5859,557.48926,0.82249755
4674,752.695,518.7085,0.88784295,770.83075,542.1971,0.9827171,845.205,556.2798,0.84611344
4675,753.8729,517.81055,0.9312059,771.2625,542.7464,0.9624097,849.8369,555.451,0.81859124
4676,754.7997,516.8088,0.94168127,771.8698,542.4661,0.96961695,850.6951,555.6174,0.850388
4677,756.03644,516.16,0.921142,773.03204,542.50476,0.9600195,850.8588,556.93195,0.90312004
4678,757.26294,515.45325,0.929545,773.4798,541.2968,0.9757568,850.7566,559.088,0.89512503
4679,758.2241,514.7392,0.9189244,774.72284,541.1808,0.96125585,849.5803,561.8306,0.8378094
4680,759.7618,515.0437,0.88802624,776.36945,541.1616,0.93594104,848.2681,563.57336,0.8385792
4681,761.1434,513.95306,0.8821277,776.7721,541.06213,0.9471773,847.7289,565.3569,0.8361107
4682,761.9594,513.656,0.8904188,777.41376,540.94183,0.95047843,846.9916,565.8205,0.8003179
4683,762.96466,513.58655,0.89566743,778.1158,541.153,0.9313796,846.71857,566.55945,0.77985924
4684,763.6165,513.7708,0.8951207,778.95734,541.29974,0.94006336,846.26733,567.2134,0.790154
4685,764.03,513.89557,0.88928527,778.9207,540.743,0.9297663,846.8933,567.016,0.78914106
4686,763.4085,513.4215,0.90875214,778.17365,540.5848,0.9517088,847.5458,566.78375,0.7504248
4687,761.8706,512.74274,0.87590474,775.5102,541.31305,0.9323565,848.19604,565.6529,0.76014894
4688,759.368,513.9351,0.87959146,773.3015,541.44037,0.99636585,848.3783,563.81696,0.8136712
4689,757.2287,513.7651,0.8874178,769.46155,541.9126,0.9734323,845.8885,562.22577,0.8609284
4690,754.7184,513.7732,0.9140876,767.1816,541.56506,0.954244,842.5928,560.34076,0.8664154
4691,751.85596,514.29865,0.8948092,764.00604,541.78534,0.9561529,839.4569,559.98456,0.8399794
4692,747.86084,513.7082,0.92722493,759.7987,541.3296,0.94913304,26.836048,899.53156,0.8738649
4693,744.7246,513.4888,0.8536557,756.94366,541.26733,0.9972042,829.51965,561.5932,0.9116116
4694,741.55554,511.60144,0.8625632,754.04626,540.0543,0.97855335,824.9863,562.02856,0.8611752
4695,739.2645,510.9696,0.8415512,750.2906,537.9846,0.8902031,820.1068,560.782,0.84312606
4696,735.60974,508.8219,0.81678605,748.4498,536.82886,0.91644675,812.7277,562.8869,0.90065074
4697,731.7767,506.65988,0.81099206,744.94714,535.1962,0.8846149,807.73645,562.1209,0.85679376
4698,728.8384,504.15244,0.77427566,741.90137,533.3828,0.9195087,803.0375,561.3261,0.7219305
4699,725.0493,501.98926,0.8548664,738.477,531.8561,0.8729384,795.8746,562.06464,0.8208242
4700,723.17694,499.77548,0.9917069,734.9303,528.77277,0.8822192,792.1292,561.1886,0.83334565
4701,721.18744,498.54553,0.91826886,733.16235,526.91693,0.9124819,788.77124,558.7919,0.8258598
4702,719.5188,496.73807,0.85507387,731.0751,524.15204,0.9500721,787.18445,557.6015,0.76365227
4703,718.48395,496.00223,0.8624178,729.83276,524.18915,0.9139415,784.88226,557.10583,0.6934643
4704,717.625,495.1542,0.8509856,729.04645,524.2962,0.86826086,782.7364,557.0913,0.7565276
4705,717.4818,494.54196,0.8396943,728.5641,523.9241,0.85950136,781.15247,557.1939,0.7599114
4706,717.6305,494.51675,0.8300753,728.45654,523.1861,0.86544645,779.6762,558.75037,0.85416687
4707,717.3354,493.75827,0.8401727,728.2905,522.7613,0.86988074,779.4144,559.0133,0.86247975
4708,717.3628,493.69955,0.82458234,728.30865,521.9953,0.8812459,779.14154,559.4658,0.8503251
4709,717.8444,492.96854,0.8311313,728.2545,522.11597,0.8840554,778.8547,559.8693,0.85255665
4710,718.24475,492.83063,0.8223538,727.66693,522.1002,0.87052494,778.9827,560.2805,0.8449117
4711,718.6686,492.50247,0.81336236,727.6956,521.9884,0.8629541,778.9466,560.5076,0.848148
4712,719.16174,491.9145,0.80194944,728.5379,521.4251,0.85885066,779.1126,560.3323,0.8660883
4713,719.8804,491.54807,0.7999571,728.6332,521.1747,0.85546404,778.9242,560.11206,0.8488657
4714,720.24615,491.32828,0.7994526,729.1416,521.0564,0.8789247,778.9105,560.05865,0.84697217
4715,721.0212,491.34348,0.77965784,729.12726,520.9941,0.8633459,778.86127,561.4723,0.8327054
4716,721.62384,490.89938,0.77026814,729.63763,520.815,0.85611624,778.7553,561.654,0.8437139
4717,721.34625,490.80292,0.7895085,729.92267,520.5514,0.8740665,779.2068,562.3056,0.877285
4718,721.6661,490.76852,0.80056435,730.7695,520.43085,0.8881175,781.4052,562.8849,0.82604
4719,722.1146,490.12616,0.8085026,731.8556,520.87854,0.8806904,788.3269,562.322,0.73642397
4720,722.36365,489.36127,0.80130726,732.3899,519.96606,0.9231375,797.1287,562.622,0.8561096
4721,723.03436,488.00626,0.725488,733.6619,519.6086,0.8615677,803.9825,559.2954,0.8422408
4722,723.35254,486.9745,0.6856003,733.9486,519.1452,0.8515224,805.439,558.261,0.7721869
4723,723.4739,486.24454,0.76574606,734.40796,518.1365,0.88853866,803.94666,556.90875,0.80124766
4724,723.8262,485.65335,0.7958179,734.8563,517.2848,0.88316745,803.48047,557.55865,0.84720945
4725,724.30426,484.73093,0.8213735,735.84204,516.9202,0.7996234,804.19434,557.48596,0.7908379
4726,725.4093,483.92163,0.8585467,736.89966,515.9137,0.7638639,805.43787,556.9548,0.86334306
4727,725.80176,483.786,0.8904639,736.191,516.3905,0.7931481,807.15826,556.1311,0.89071745
4728,726.3153,483.9388,0.8670071,736.5317,516.1795,0.81217855,809.9592,553.5813,0.8804515
4729,727.13525,484.3492,0.85291165,737.83466,515.08234,0.90136385,813.7405,551.5573,0.8238332
4730,730.1683,483.84073,0.76120895,739.6159,516.39996,0.8833385,820.20966,547.1499,0.8588615
4731,731.03973,484.0161,0.79942346,741.4324,517.1205,0.8918334,822.68463,543.3831,0.9283894
4732,731.2734,484.34433,0.8653294,742.4405,516.49396,0.91762257,825.5298,541.23285,0.9182858
4733,733.2217,484.84525,0.8799123,743.5823,516.3498,0.8801181,826.48486,538.76154,0.8877378
4734,733.51385,484.70435,0.8915138,744.1444,516.04724,0.89453393,827.2651,537.7215,0.83407813
4735,733.8039,484.5217,0.894975,745.3442,515.91205,0.91620284,826.8769,536.1945,0.76250905
4736,734.36237,484.3728,0.87782997,746.05225,515.3662,0.90800124,826.31354,535.7501,0.77554667
4737,734.3281,483.97894,0.86957735,746.9295,514.5273,0.8598196,825.6943,535.48444,0.8099911
4738,734.8879,483.71024,0.8717413,748.7347,513.7517,0.8406258,824.69995,535.2328,0.7887465
4739,735.03265,483.20078,0.8652552,750.04065,513.0019,0.8257436,824.58936,535.0094,0.7551626
4740,735.2606,482.74048,0.8795858,750.56854,511.83084,0.85210544,824.3172,534.5807,0.77775383
4741,735.33234,482.60092,0.89523214,750.34973,511.0247,0.88957596,822.7264,534.3661,0.83654237
4742,735.4045,482.66736,0.8907272,750.3194,510.98285,0.91658145,821.8248,535.2043,0.840449
4743,735.1106,482.56995,0.89616996,750.30206,510.91714,0.9447867,819.8879,536.0985,0.8063017
4744,735.0517,482.46524,0.9003468,749.8805,510.69745,0.97439307,818.21893,537.1212,0.7835391
4745,734.8705,482.3549,0.90128726,749.97595,510.4889,0.9733471,816.45667,536.59875,0.79930794
4746,735.2279,482.43832,0.8936728,749.7071,510.59158,0.96598846,814.5635,537.425,0.8562732
4747,735.1524,482.25714,0.8888367,749.5375,510.61203,0.95039487,813.0236,538.10046,0.92715216
4748,735.5191,482.4123,0.895496,749.18774,510.31934,0.97290766,810.6219,538.6157,0.9567473
4749,735.02026,482.2774,0.8988288,748.7055,509.98398,0.9634666,808.4374,539.36975,0.8813866
4750,734.2824,481.76657,0.9079794,747.91754,509.6038,0.9582307,806.89594,539.68353,0.89282143
4751,733.7563,481.90436,0.9165743,747.0211,509.72327,0.9490696,805.3837,539.97766,0.8990321
4752,733.08075,481.8123,0.919228,745.8247,510.08908,0.91147256,804.0155,540.06866,0.881972
4753,732.243,481.39893,0.9027955,744.53674,510.5193,0.86648726,802.75757,540.5948,0.9491384
4754,731.2998,480.94333,0.89737046,741.7657,510.4355,0.9025126,801.72845,540.9953,0.97955984
4755,729.69617,480.24704,0.8620762,741.02203,509.81253,0.91277504,799.4338,541.38104,0.9416803
4756,728.8251,480.75558,0.8400932,740.1964,509.81567,0.90217084,797.25494,541.5074,0.98932976
4757,728.2983,480.52512,0.8510742,739.9694,509.2802,0.91116863,795.81903,542.59314,0.99406105
4758,727.6246,480.1628,0.84544,739.49426,509.06818,0.89303356,795.43274,545.4834,0.9198997
4759,727.22174,480.1809,0.8538627,739.04285,508.88763,0.87676036,795.955,547.0101,0.9432897
4760,726.2547,480.14243,0.8281024,737.9365,508.2795,0.89096177,796.3424,548.3511,0.928308
4761,725.8087,479.83902,0.8501384,736.4263,508.82257,0.91876507,797.0533,549.0197,0.89676964
4762,725.64404,479.64624,0.8652484,736.2922,509.02994,0.93247867,798.2101,549.656,0.85940105
4763,725.08075,479.45508,0.8651399,736.1583,508.85706,0.9390553,798.9878,549.85974,0.8505968
4764,724.65784,479.08694,0.85129267,735.83563,508.97394,0.9546657,799.6456,549.7577,0.80707103
4765,724.1491,478.7383,0.8571158,735.06757,508.7271,0.9688751,801.4105,550.1115,0.83511376
4766,723.7463,478.86584,0.8543355,734.4878,508.09894,0.9633501,802.2336,549.58264,0.84876156
4767,723.2134,478.86368,0.84882325,734.22986,507.92645,0.9493089,799.7051,549.8849,0.823748
4768,722.6757,478.91562,0.82938737,733.81726,507.84113,0.9433353,797.87054,550.1587,0.832675
4769,721.9079,479.18234,0.8065403,733.18085,507.62277,0.94140506,797.0298,549.9108,0.8181316
4770,721.66327,479.07187,0.80583245,732.7148,507.53802,0.93656117,795.98254,549.33575,0.84600794
4771,721.2832,479.0176,0.80744606,732.5575,507.116,0.94844794,797.0122,548.7527,0.8908158
4772,721.2098,479.02295,0.79520607,732.4017,507.28116,0.9242681,797.6249,548.6232,0.89412695
4773,720.8496,479.18842,0.77968115,731.8427,506.90982,0.89878124,798.198,547.9633,0.8894108
4774,720.3969,479.09274,0.79582644,731.3386,506.5157,0.8920887,799.157,546.0832,0.90085804
4775,720.23944,478.3865,0.80407476,731.1155,506.39468,0.9053417,803.3432,542.8354,0.89776534
4776,720.00525,478.22263,0.8150534,730.7235,506.3288,0.8690596,808.3832,538.57605,0.93904954
4777,719.7142,478.32413,0.8144353,730.45465,506.33807,0.86513174,814.08673,533.99817,0.5939358
4778,719.8099,478.17343,0.8076517,731.0712,506.53363,0.87916267,818.7137,527.35864,0.8339089
4779,720.1351,478.2946,0.78984326,731.3524,506.1208,0.87192416,822.61,521.03424,0.66962886
4780,720.2558,477.85883,0.7866359,731.4414,505.75613,0.8756758,824.32983,514.7705,0.6569997
4781,720.3459,477.441,0.7830384,731.72144,505.90958,0.8713377,826.58167,509.55057,0.8570419
4782,721.57947,478.30795,0.7586892,732.372,506.88333,0.8409584,829.50366,506.12503,0.6432526
4783,722.3137,478.8601,0.7245319,732.73596,507.14566,0.78921723,830.2404,505.3448,0.7096735
4784,722.28253,478.21387,0.75321406,732.7972,507.41394,0.83168703,830.22205,509.2763,0.82852304
4785,723.0017,478.95505,0.7528556,732.883,507.60562,0.84306735,828.56696,513.6189,0.8097409
4786,722.4359,478.10892,0.7665712,732.76263,507.18765,0.8340661,825.1465,520.245,0.7911259
4787,721.8033,478.3168,0.7507434,732.40955,507.1793,0.79390454,824.5596,522.642,0.8052701
4788,721.7029,477.48373,0.74216574,732.2098,506.68732,0.7985946,823.14044,525.1139,0.7818115
4789,721.07806,477.50098,0.7269814,731.94543,506.4273,0.80479777,822.4857,525.90283,0.742227
4790,720.8516,477.16068,0.73271936,732.10956,506.9213,0.8118841,821.6186,527.2176,0.8031809
4791,721.1997,476.45468,0.7274743,731.4541,505.9775,0.7803751,819.2686,528.8541,0.65869015
4792,720.86597,476.9724,0.72448,731.473,506.17215,0.7948078,816.94226,531.0586,0.8403214
4793,720.1514,476.59692,0.7443218,731.4013,505.79532,0.7921439,815.14825,532.7083,0.8378918
4794,719.7991,476.67032,0.7577956,731.07544,505.5006,0.7886474,814.39746,533.64386,0.8148594
4795,719.1834,476.32272,0.74263656,730.72186,505.78763,0.7603467,812.946,534.2801,0.8381293
4796,718.8616,476.5444,0.74807477,730.3981,505.79507,0.7857119,811.64606,535.11426,0.82822335
4797,719.64667,476.50812,0.7735268,730.6664,505.7646,0.81680775,810.0939,535.5268,0.7317347
4798,719.21826,476.26877,0.77974313,730.61755,506.07446,0.81650335,808.3696,536.0099,0.6644408
4799,718.5993,476.3145,0.786814,730.8143,506.32303,0.7940143,809.0692,535.92487,0.50413823
4800,718.7722,476.82132,0.78901416,730.5023,505.9229,0.7796411,809.57904,535.30084,0.46528682
4801,718.4529,476.45798,0.80067116,730.3014,506.42883,0.7805112,807.0577,534.8523,0.5394156
4802,718.2121,476.93704,0.81045324,730.7631,506.9272,0.80589163,805.66,535.25507,0.7728504
4803,718.255,477.05954,0.8065403,730.51526,506.84537,0.7913599,805.79443,535.06036,0.76222885
4804,718.03375,477.22797,0.829266,730.33307,506.9842,0.79719365,805.8153,534.8344,0.8267314
4805,717.9478,476.66058,0.83822274,730.2395,506.50745,0.8158275,806.0749,533.8774,0.857197
4806,717.87646,475.86502,0.8401522,729.8161,506.23398,0.79863816,806.4906,532.7081,0.851189
4807,718.3016,475.74973,0.84660083,729.8655,505.74707,0.7811233,806.4557,532.53625,0.8641082
4808,718.485,475.7818,0.84872526,730.2002,506.03967,0.78603774,806.4371,532.0811,0.879441
4809,718.46094,475.838,0.8477785,731.1072,506.65582,0.776054,806.3167,532.0396,0.9031781
4810,718.7034,475.73093,0.84493184,730.58636,506.30182,0.76538455,806.4672,531.8554,0.9115883
4811,718.4188,476.23016,0.8313505,731.42584,506.9422,0.7900645,807.0998,531.5302,0.88891935
4812,718.37756,475.8121,0.8278906,730.72534,506.51535,0.7806795,809.5068,530.2025,0.86082
4813,718.9973,476.2018,0.8314982,730.90533,506.05814,0.7917421,810.92755,527.8699,0.926045
4814,719.59937,475.6625,0.81887466,731.4717,506.49173,0.8029672,814.317,524.2718,0.9381199
4815,720.60815,475.1505,0.81516653,731.5206,506.23276,0.809612,818.5375,521.1444,0.7625793
4816,721.1489,475.20938,0.8036949,731.4842,505.32047,0.8020966,821.6007,521.96674,0.83392835
4817,721.31165,476.0917,0.8264983,732.20447,506.12387,0.85979337,821.2954,525.5481,0.8378397
4818,721.4507,475.97128,0.8221538,732.5801,505.92126,0.84003055,819.1211,530.0901,0.7846283
4819,721.85114,475.97095,0.8346527,732.30194,505.3634,0.842548,815.1632,536.3857,0.77380204
4820,722.4089,476.3997,0.8283035,732.58026,505.5822,0.83489734,813.1835,537.8644,0.8696909
4821,721.96826,475.9205,0.84492207,732.68567,505.43018,0.8367296,811.55493,540.8752,0.84617233
4822,721.6909,475.1921,0.8409049,732.781,505.36017,0.81923264,809.51904,542.4467,0.82420397
4823,721.6479,475.69205,0.84281266,732.6794,505.0795,0.82687086,806.87695,543.8125,0.81705064
4824,721.69403,475.4656,0.837873,732.6312,505.95724,0.85871345,806.7052,544.01575,0.8677497
4825,721.57794,475.47946,0.83351487,732.9632,505.7067,0.8358086,805.8429,543.6714,0.92251885
4826,721.8156,475.54697,0.84783655,732.89594,506.1888,0.8463612,806.28345,543.2654,0.9236279
4827,721.7869,475.97205,0.84477323,732.6235,505.83765,0.85000384,807.33875,542.4096,0.8904232
4828,721.47546,475.04337,0.83327913,732.86865,505.56995,0.83755404,807.3012,541.8277,0.9044593
4829,721.15454,474.8963,0.8382034,732.23834,505.37457,0.83667195,808.40326,541.35944,0.81196654
4830,721.3499,475.10065,0.84482557,732.5741,505.19968,0.835936,810.3553,540.597,0.8786598
4831,721.6638,475.47736,0.84643567,732.91394,505.5597,0.8313453,811.60144,539.87646,0.9014704
4832,721.63745,475.39856,0.83865434,732.74915,505.3619,0.8340021,812.26526,539.50854,0.9144128
4833,721.1051,474.7932,0.84076,732.7825,505.67258,0.83482164,813.27576,538.7152,0.85698277
4834,721.4976,475.16,0.83869225,732.70795,505.55392,0.84193593,814.48035,536.454,0.838624
4835,721.5727,475.0868,0.838791,732.49164,505.7876,0.8655902,818.40405,531.7517,0.87078726
4836,722.4941,475.45355,0.8180781,732.9091,506.14703,0.8188294,821.9388,526.1026,0.61947167
4837,722.3884,475.11157,0.8216582,732.3233,505.51218,0.8031273,822.0999,525.10614,0.70714986
4838,722.1354,475.2859,0.8257265,732.26733,505.39862,0.81217027,822.2505,524.83356,0.68069047
4839,722.9879,476.23032,0.82416016,732.28894,505.57788,0.82124954,821.5183,527.8169,0.75206614
4840,722.4751,476.01172,0.8158793,732.0402,505.7166,0.8203268,816.3636,533.4065,0.71356773
4841,722.54926,475.7384,0.8059372,731.5758,504.9677,0.80979615,814.5608,536.25806,0.79523855
4842,720.9053,474.6527,0.7590205,731.5949,504.45334,0.828353,813.2412,537.5165,0.82575315
4843,720.5594,473.64688,0.751782,731.5023,504.90707,0.79710186,813.09796,538.1333,0.85752267
4844,720.63165,473.74628,0.73846775,731.06903,505.22406,0.8006105,814.6688,537.96545,0.7850887
4845,720.72906,474.65317,0.7225556,731.05804,505.12607,0.8080705,817.1448,536.2191,0.70313424
4846,720.7978,474.7202,0.714181,730.9483,505.2387,0.79365736,819.1412,534.2961,0.7410382
4847,721.13837,474.76782,0.7190346,731.5245,505.5796,0.7861872,821.99146,531.65674,0.82737505
4848,722.0777,475.4319,0.683458,731.3622,505.1424,0.761131,822.9916,530.6114,0.8226522
4849,722.1025,475.38644,0.61510664,731.38715,505.2053,0.74923134,824.05994,529.1761,0.81079006
4850,722.6033,475.9815,0.6651812,731.7937,505.87054,0.7662751,824.68634,528.03644,0.84400475
4851,722.34674,475.76358,0.66026413,731.5735,505.601,0.751553,825.533,527.3098,0.85608876
4852,722.8547,475.5326,0.69551855,731.5755,505.50958,0.75627106,826.2551,526.60535,0.84733176
4853,723.39,475.7664,0.683672,731.5359,505.06732,0.7509889,827.36804,525.38165,0.88213474
4854,722.0863,475.0059,0.6906926,731.79095,504.4431,0.75544894,827.6885,524.9518,0.88867354
4855,722.62604,475.44037,0.6617708,731.7923,505.24402,0.7216094,828.1394,524.1604,0.836548
4856,722.90204,475.47775,0.6836454,731.57916,505.27975,0.75070804,828.374,523.4523,0.76567394
4857,722.8909,475.63428,0.6941032,731.92554,505.78214,0.76657337,829.0886,522.36304,0.64214844
4858,723.1937,475.4783,0.71464425,731.98004,505.65826,0.76829654,829.40234,521.91547,0.5866913
4859,723.99817,476.01556,0.68281657,731.9779,505.8518,0.7616433,829.01904,521.17664,0.5509827
4860,723.96155,476.2482,0.6787652,732.2786,505.85483,0.7712282,829.37964,520.735,0.40342286
4861,723.6902,476.14517,0.6972012,732.1178,505.47415,0.7753513,829.99115,520.56305,0.44834223
4862,724.53754,476.55963,0.69168276,732.59796,506.07422,0.78853875,830.3818,520.84375,0.41841444
4863,724.77484,476.37848,0.70441866,732.81537,505.9336,0.7830039,830.2085,520.5573,0.51952815
4864,724.33673,476.3324,0.74230164,732.6752,505.93155,0.802913,830.17377,520.36694,0.53776765
4865,724.0736,475.9657,0.7393084,732.4764,505.55893,0.77913547,830.47406,520.41815,0.49295804
