scorer,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90,DLC_Resnet50_tracking_20252606-16-11Expnt001May22shuffle1_snapshot_best-90
bodyparts,point_1,point_1,point_1,point_2,point_2,point_2,point_3,point_3,point_3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
821,732.3072,547.1253,1.0,763.5443,550.76825,0.9420536,763.7844,457.1063,1.0
822,732.12823,546.9906,1.0,763.3453,551.3531,0.92149967,761.0109,457.5586,1.0
823,732.6557,547.178,1.0,763.6325,549.97406,0.9787551,758.9912,456.827,0.8856205
824,732.24506,546.46747,1.0,762.6243,550.7967,0.95935225,755.36694,456.06992,0.82562375
825,732.51917,546.0833,0.99469596,762.66705,550.3841,0.96380514,751.76013,453.50812,0.8028482
826,732.47015,545.35724,0.9991419,762.9924,549.9563,0.94684273,58.204563,920.585,0.8198684
827,733.13416,544.6809,0.97074443,763.38214,548.7786,0.94638354,747.3851,451.7851,0.8958671
828,733.20685,544.16187,0.971556,764.26605,547.72577,0.9726328,746.3354,449.90482,0.92631197
829,734.1465,543.845,0.92675096,762.87006,547.2123,0.97367996,747.11005,447.49518,0.99648833
830,733.6198,543.82465,0.9328684,763.2276,545.9306,0.9667316,747.5301,445.49384,0.999532
831,733.0881,543.71295,0.93035465,762.481,544.2407,0.97350675,747.4423,443.24063,0.9491023
832,733.07056,543.2897,0.90971833,762.19617,544.2668,0.96195716,747.40967,441.82477,0.9880745
833,733.44965,543.0989,0.9048363,762.761,543.8867,0.9678645,747.42676,439.6316,0.93547314
834,734.6105,541.6577,0.9040374,763.61566,543.5333,0.9746046,747.25116,438.89072,0.94815314
835,732.62634,542.8952,0.9057551,763.44574,543.1188,0.9614279,747.05096,438.13223,0.9424552
836,733.08575,542.2482,0.90045303,763.4411,542.4195,0.9879622,747.5868,437.8405,0.92798436
837,732.7602,541.8695,0.902411,763.5673,542.09106,0.9891128,58.502678,920.7917,0.8884569
838,732.819,541.6912,0.8914715,763.5347,541.3916,0.98865,747.26556,438.29233,0.88071656
839,733.5614,540.8715,0.9211794,764.1119,540.64667,1.0,747.66656,438.31754,0.8882873
840,733.26996,541.1165,0.9126799,763.5207,540.33936,1.0,748.14764,440.46698,0.9232018
841,732.6664,541.27435,0.9029572,762.66974,542.2422,0.9856268,749.6173,441.1848,0.9233246
842,732.36176,541.882,0.9033936,762.334,542.639,0.9685813,751.2992,442.35977,0.8923098
843,730.8446,543.1236,0.8785444,761.7599,543.2153,0.9510187,753.62805,443.59158,0.8249358
844,730.4178,543.657,0.898802,761.7522,544.11224,0.93313354,754.1172,444.8162,0.90991473
845,730.027,543.95593,0.9013801,761.41907,544.611,0.90167814,753.8278,446.05334,0.8817363
846,730.0718,544.2681,0.91905004,761.67377,544.4412,0.9171177,753.67017,447.00818,0.8721931
847,729.9204,544.18384,0.92519146,761.7859,544.62384,0.9154787,753.2049,447.37952,0.8599768
848,729.72754,544.2001,0.9209997,761.3703,544.61664,0.90542597,752.6328,447.01038,0.7926707
849,730.1523,543.9963,0.91975385,761.1911,544.71326,0.9222712,753.1399,446.5499,0.8665123
850,729.9613,543.9679,0.8877613,761.592,544.0872,0.9421995,753.11847,446.44666,0.8402648
851,729.9175,543.68665,0.8726029,761.4786,543.90985,0.9491298,59.619022,920.76215,0.79212034
852,730.3408,543.0884,0.8702621,761.5594,543.64777,0.95097655,753.22797,446.17215,0.90421426
853,731.45386,542.69666,0.88266575,761.875,543.3615,0.9606071,753.458,446.35907,0.8893168
854,730.705,543.2095,0.90121955,762.0413,543.1514,0.9740956,752.5988,446.1803,0.8255336
855,731.5556,542.8996,0.89660615,761.8841,543.2287,0.965626,751.322,446.11926,0.7790876
856,731.5173,542.7597,0.9020437,761.69916,543.3688,0.96364,752.3393,446.02396,0.77220273
857,731.2709,542.52576,0.88861865,762.20966,542.89795,0.9726781,60.00276,919.11884,0.66584164
858,730.89276,543.13214,0.88977206,761.82635,543.3122,0.96239054,60.157585,919.25256,0.6973749
859,730.84235,543.18976,0.889265,761.1906,543.96063,0.94086564,754.3044,445.92636,0.8759694
860,730.9406,542.8283,0.8924331,760.92255,544.32056,0.9164553,760.7113,446.70206,0.93106544
861,730.2028,543.25696,0.8928365,760.67163,544.1166,0.9160143,764.82025,449.68146,0.9558305
862,729.99664,543.77954,0.90587574,760.99884,543.82837,0.92692864,766.93695,451.27756,0.9145452
863,729.77405,544.12933,0.9130761,760.22205,544.26654,0.91201204,769.1243,452.8196,0.8754053
864,729.5112,544.55457,0.90841866,760.5177,544.0885,0.9157174,771.2641,453.7489,0.92009217
865,729.6375,544.93164,0.901195,760.4763,544.5366,0.91198003,773.1413,455.03366,0.8904655
866,730.04846,545.1347,0.891467,760.25995,544.0729,0.898612,773.85474,455.87064,0.86111987
867,729.4917,545.3343,0.88566494,760.1448,544.0963,0.8965605,774.5399,455.95685,0.83275175
868,729.69763,545.0141,0.8631535,759.4988,544.52435,0.88228065,775.9061,457.2155,0.8681616
869,729.69165,545.5811,0.8995508,759.43823,545.0371,0.9030781,776.7616,458.3844,0.90892845
870,729.8781,545.7045,0.9059329,760.69147,545.37646,0.8889721,776.1224,459.0394,0.8780712
871,729.94824,545.98706,0.93565094,760.76306,545.6994,0.91120905,775.0673,457.21637,0.79674673
872,730.0413,546.2796,0.9400164,760.76025,545.7523,0.91909796,772.37067,456.32355,0.86132216
873,730.19257,545.81683,0.9385422,760.73425,544.6744,0.90338546,766.32764,453.07333,0.8791801
874,729.96094,545.00616,0.9662413,761.01245,543.29834,0.92099094,761.3254,447.88022,0.9560391
875,730.0741,544.5336,0.9625536,761.16077,541.2127,0.9649813,751.7002,444.9678,0.9365765
876,730.57697,543.93555,0.92980605,761.7044,540.4191,0.9635374,743.9666,442.8673,0.953141
877,730.4108,544.24054,0.93287474,761.7788,537.86725,0.94496197,737.14514,441.8087,0.8609737
878,730.3165,544.9753,0.9428349,761.8685,537.1176,0.9087514,731.6825,439.64377,0.8987925
879,730.13995,544.9262,0.8898559,761.3487,535.6407,0.886211,728.4715,436.86346,0.93255925
880,730.12915,545.1515,0.89701396,758.95245,533.8734,0.9121799,726.8692,435.36563,0.95639634
881,730.0008,544.62695,0.89181966,758.62244,533.0535,0.95070887,725.6737,434.38104,0.9386233
882,730.2805,544.524,0.8766311,758.90314,532.37213,0.97155595,725.15924,434.2449,0.9415047
883,730.984,544.45636,0.90664333,759.4519,532.55096,0.9789945,725.3548,434.02747,0.91855013
884,731.78284,544.4321,0.9235822,760.1506,532.6991,0.9537884,725.585,434.00574,0.9032067
885,733.42365,543.9885,0.88531476,762.479,533.2777,0.9606506,726.2793,434.09625,0.9103025
886,734.60175,544.52606,0.86461824,763.8369,533.6596,0.9263608,727.29047,434.12473,0.8902688
887,734.7934,545.185,0.88174725,764.5285,533.81226,0.9275794,728.1214,434.2721,0.924326
888,734.27704,544.6947,0.8541878,764.67615,533.68536,0.91512614,728.2075,434.86633,0.95177543
889,734.24976,544.6795,0.839842,765.4229,533.8386,0.90558076,728.1344,435.15927,0.95088995
890,735.6912,544.9937,0.8519617,765.6662,534.0095,0.8914606,728.57404,434.89038,0.95256066
891,735.96954,545.1715,0.8404654,765.7475,533.94543,0.88389546,728.9081,435.07422,0.9597969
892,736.1023,545.3643,0.87122357,766.0745,534.0523,0.8852418,729.0926,435.28918,0.95365536
893,737.8311,545.4061,0.86685383,767.7923,533.85406,0.8252899,730.4775,435.2303,0.9677318
894,739.53986,546.3875,0.9339089,768.52356,534.1447,0.86795026,731.75323,435.70056,0.95331347
895,741.14465,546.2973,0.9544877,769.9171,535.04987,0.9022346,733.46423,436.19818,0.90410084
896,742.22925,546.5765,0.94515276,771.8227,535.12384,0.95386285,735.7795,437.7077,0.8349894
897,744.56903,546.7576,0.96331453,773.4941,535.7904,0.9319227,738.1572,437.61398,0.8694135
898,745.7004,547.18677,0.97754985,775.71277,536.5481,0.8936451,739.48346,437.54645,0.86660355
899,747.24945,547.3915,0.9995951,777.37946,537.4824,0.8881961,741.10297,437.7736,0.91272044
900,747.9648,547.5713,0.9955148,778.15735,537.68414,0.93218714,742.2316,438.0512,0.8983042
901,748.8261,547.6504,0.9795999,778.78467,537.9426,0.92902786,742.69653,438.23224,0.904549
902,749.22644,547.7527,0.96423167,779.2632,537.9435,0.9239246,743.23737,438.37738,0.90180945
903,749.6376,548.214,0.938134,780.0751,538.1777,0.92392457,744.0478,438.52206,0.8850951
904,751.4408,547.9117,0.9286439,781.20026,537.5636,0.9392815,745.43884,438.79175,0.8773161
905,752.7522,548.485,0.9412772,782.13385,537.7158,0.9427233,746.5255,439.46558,0.8657645
906,754.19214,549.49756,0.96934247,783.9264,538.4252,0.88587594,747.87616,439.6798,0.8769237
907,755.48193,549.6777,0.9762643,785.6293,539.14215,0.8663577,748.8347,440.27655,0.87679994
908,756.8101,550.07684,0.954305,786.8658,539.41315,0.88388044,750.4603,440.61002,0.8803751
909,758.4619,550.6086,0.9084214,788.6484,540.4418,0.9216655,753.22424,441.54846,0.8239187
910,761.1433,550.3089,0.9080103,790.4724,541.8983,0.9029718,755.24585,441.7984,0.8247586
911,763.0137,551.46796,0.89053404,793.02423,543.2233,0.87522155,757.81146,442.24152,0.8426585
912,765.3911,553.411,0.8725706,795.08716,543.6317,0.9263495,760.12415,443.53806,0.9193513
913,767.8907,554.1337,0.90360534,797.5769,543.6754,0.959746,762.86084,444.90817,0.9475162
914,769.03827,555.2063,0.95347136,799.1925,544.5261,0.9626001,763.8586,446.26343,0.9486002
915,770.5236,555.9999,0.9695794,800.4864,545.43,0.98288155,765.3363,446.6587,0.9155487
916,771.4004,557.6434,0.93748736,801.6411,546.39417,0.9601351,767.2811,447.49423,0.9114332
917,772.3527,558.4331,0.8745885,802.40564,546.70447,0.9417206,768.022,447.92276,0.89241064
918,773.22516,558.5257,0.8170032,803.2165,547.3326,0.9492527,769.00354,448.21765,0.86480165
919,773.1336,559.16016,0.80691534,803.62225,548.02875,0.9334856,769.3123,449.8283,0.8637626
920,773.12427,560.7591,0.833744,803.8114,548.35974,0.94206035,769.61395,450.2987,0.8362842
921,773.55145,561.49146,0.82928807,804.5747,549.65686,0.9104679,766.5849,452.34985,0.78526545
922,774.9962,562.7802,0.9409989,805.8599,550.9866,0.92898166,762.63367,458.79718,0.8993719
923,777.04614,563.8766,1.0,807.54913,553.9459,0.8783378,760.6369,465.66605,0.8384303
924,778.405,565.7553,0.97245497,808.95056,558.3926,0.89252824,758.4555,468.65048,0.9097507
925,779.9401,569.0389,0.9529838,809.7973,561.57916,0.9127626,758.90906,471.90247,0.8958118
926,780.9025,570.6973,0.92969024,810.1682,562.87964,0.92568886,758.9542,474.537,0.9238035
927,781.08527,573.09735,0.9459825,810.6416,564.3516,0.94310194,758.6594,476.80673,0.8897197
928,781.60046,574.1231,0.9371868,811.16205,565.4239,0.93719155,758.68616,480.4797,0.79626703
929,781.13983,576.5299,0.9550153,811.7864,566.72925,0.93373835,759.36255,480.86362,0.76701325
930,781.22754,577.2448,0.9820468,812.63324,567.8831,0.90632194,760.88306,480.80743,0.7723751
931,781.6447,577.67175,0.98568314,812.9055,568.8632,0.9550418,761.36957,481.5704,0.8678994
932,781.44934,577.876,0.9842667,813.1024,569.2968,0.948956,761.7151,481.46402,0.86938506
933,781.3785,578.40564,0.9926081,813.5758,569.9753,0.9428859,762.60297,481.1168,0.80454683
934,781.3697,578.46405,0.97299355,813.8103,570.6938,0.9433971,762.8818,479.42255,0.8182613
935,781.8089,578.63727,0.95903647,813.74255,570.66125,0.95642596,763.6099,478.36206,0.8583211
936,782.23285,580.2499,0.9614654,814.48755,573.048,0.9919226,765.44135,483.96848,0.8371123
937,784.29565,582.11725,0.9536949,815.6037,576.5747,0.9251269,773.27466,485.71555,0.80300605
938,784.31494,585.0692,0.9267222,817.13654,581.20935,0.92509604,784.9344,490.32324,0.9370512
939,784.20935,587.11316,0.91129756,818.7111,586.72595,0.8852055,794.5355,494.81058,0.8595425
940,785.6359,590.2978,0.9230637,818.2836,592.4949,0.98248583,804.8678,499.1861,0.8791199
941,787.5929,593.0625,0.96264535,818.61444,595.4403,0.9794364,811.9132,503.96246,0.8173885
942,788.24146,595.90234,0.9547414,819.2433,599.09674,0.9223038,817.5591,507.33298,0.9231725
943,787.4851,598.3819,0.9329291,819.7105,601.6551,0.9138076,818.3782,510.5779,0.91591287
944,787.1448,599.5725,0.89187956,819.5842,602.34906,0.9215743,818.8334,513.3895,0.8298469
945,787.7881,599.9538,0.898911,819.50616,602.4651,0.9233791,818.7658,513.5605,0.82434994
946,787.0258,600.9161,0.90298235,819.2761,602.6988,0.92880595,818.63007,513.73834,0.8091538
947,786.70135,602.17847,0.89526945,818.6377,603.66595,0.93464017,817.54736,514.07684,0.8004118
948,787.1069,603.497,0.9199616,818.76483,604.49475,0.9469868,814.646,512.6335,0.8269124
949,787.12366,604.453,0.92814237,818.8459,605.4951,0.92971295,812.7298,513.1626,0.88108706
950,786.9196,604.724,0.95507425,819.23065,605.63745,0.9388228,810.4396,513.22577,0.879549
951,786.5714,605.67957,0.9209395,819.2604,606.2935,0.9550093,809.52106,514.2118,0.8111835
952,787.0596,604.964,0.9443887,819.37134,605.55505,0.9698153,808.64484,514.11945,0.74814236
953,787.22516,603.7099,0.93623835,818.4588,605.0621,0.9411693,806.0216,512.3014,0.7600118
954,787.1245,601.0773,0.9030644,818.82623,602.9734,0.9089804,805.63666,509.72675,0.7491322
955,786.62177,599.377,0.9012599,818.7495,601.1243,0.90072054,805.65485,508.4001,0.81973654
956,786.7068,598.27594,0.93548524,817.701,599.97894,0.88804585,806.78503,507.17203,0.8478751
957,785.6635,598.5913,0.9297799,816.7341,598.7947,0.8977473,806.4279,507.3327,0.83989596
958,785.0519,598.5397,0.9163324,815.10333,596.6825,0.91954726,805.8882,507.289,0.83089507
959,784.18976,598.69775,0.88570637,814.1721,596.80524,0.8918968,805.5686,507.14615,0.82216966
960,781.3735,600.0452,0.8177373,811.10394,599.27405,0.9004214,806.56085,507.91772,0.8045074
961,779.056,599.8719,0.8134479,809.69037,599.09686,0.8686078,807.65405,507.08304,0.77733654
962,778.0053,599.37506,0.76958287,808.3555,597.89075,0.84783715,807.0896,506.03152,0.7302191
963,777.4476,598.2713,0.83534116,806.62854,596.3949,0.886283,805.18396,505.14728,0.69437915
964,774.3184,597.7426,0.8793859,805.21326,594.82965,0.9732914,804.1083,505.4209,0.7660818
965,773.65546,597.67114,0.9161208,804.0468,593.13904,1.0,802.82135,504.87595,0.7085158
966,773.20325,597.95996,0.9539377,802.5311,592.17957,0.9898203,801.9413,504.60602,0.69166434
967,772.2555,597.16095,0.93006724,802.2702,590.85345,0.9187041,801.60626,504.1461,0.7246895
968,770.3051,596.9858,0.9628408,801.10535,589.2199,0.92537344,799.109,503.023,0.76677173
969,769.3961,595.4396,0.943536,799.2073,587.61304,0.9614139,797.5624,500.64645,0.8256171
970,768.3829,593.66614,0.901263,797.934,583.8874,0.9519894,795.9237,498.5688,0.9017309
971,765.61914,592.0725,0.75973207,795.7585,582.7099,0.8903457,790.2156,493.44467,0.88033164
972,764.26514,588.4546,0.7583763,793.06384,580.70056,0.9129743,780.6366,489.36517,0.88228226
973,761.1371,585.6497,0.72478014,790.9598,576.589,0.87780935,771.5999,484.11978,0.88349175
974,758.34753,581.4824,0.87575746,789.1382,571.48486,0.95145196,763.09576,480.94568,0.92421246
975,755.1235,580.059,0.89594,785.79065,566.6732,0.94233006,757.2058,475.817,0.8632118
976,753.01587,575.6729,0.7988973,783.7205,563.2238,0.9432579,752.96814,471.951,0.84101677
977,752.43604,571.3342,0.9023045,781.916,561.4764,1.0,749.8045,468.1719,0.8556634
978,751.64594,566.01654,0.77966166,780.1421,557.737,0.9975209,748.27185,463.73593,0.8672552
979,749.0199,564.45654,0.828325,778.54156,554.12427,0.9737956,747.8023,459.41693,0.90518826
980,745.0505,562.7764,0.72657114,775.28485,550.07056,0.90990144,747.85486,455.74496,0.88742596
981,745.3759,556.1769,0.82090366,774.71704,546.258,1.0,748.2155,450.81345,0.89017105
982,743.6286,552.2792,0.72409815,773.29535,543.0736,0.9613956,748.20935,446.35413,0.92491776
983,741.3904,550.2585,0.8381829,771.44446,539.27563,1.0,749.02203,441.90213,0.93864185
984,740.3897,548.3171,0.9126769,770.4336,536.56,0.9294474,755.1339,439.6187,0.8684
985,739.2398,549.30804,0.7417313,769.21967,535.5445,0.9345643,763.651,437.6559,0.95724213
986,739.2611,546.21136,0.8008093,769.06824,534.56586,0.9271067,768.9055,439.6793,0.8611659
987,740.92267,543.7109,0.74265337,768.8807,533.731,0.94568366,772.2091,439.07455,0.95723855
988,740.08984,543.39703,0.85063237,768.9619,533.3864,0.96692634,773.96967,438.6849,0.95765424
989,740.96173,542.14343,0.80914456,769.3723,533.56323,0.97135186,774.9402,438.01324,0.9480471
990,742.8479,541.5851,0.78866684,772.1838,532.87933,0.9917378,779.49744,440.36072,0.9039512
991,745.3337,541.6651,0.7853386,774.4986,532.5269,0.9866204,784.7302,441.05356,0.8240423
992,748.88574,540.89856,0.8136603,777.463,532.3642,0.97095144,790.6509,442.2099,0.9458344
993,751.8653,538.27277,0.7919784,781.23444,531.3327,0.98531747,796.4236,443.00757,1.0
994,753.5627,537.7071,0.92738634,784.37555,531.1498,0.9622113,804.75397,445.55316,0.92919564
995,754.2044,538.4015,0.93385226,784.84845,531.46313,0.98004246,807.6754,446.8922,0.9197829
996,754.4161,537.05786,0.8767269,785.40173,531.2371,1.0,808.9776,448.05356,0.83269143
997,754.6615,537.8602,0.981153,785.46783,532.08203,1.0,810.5968,448.46655,0.9143626
998,755.0569,537.80115,0.94365543,785.5614,532.382,0.98901975,811.1306,449.5354,0.88268065
999,754.7461,537.6449,0.9363956,785.4196,532.7254,0.99438024,810.6544,448.75836,0.8493831
1000,754.7214,537.7999,0.98332435,785.6773,532.8153,0.98212177,810.54205,448.38135,0.83157194
1001,755.43286,537.14874,0.9314956,785.5454,532.4161,0.99446636,810.8558,447.8584,0.88838553
1002,755.23846,536.833,0.89417917,785.8484,531.9721,0.9953456,810.7814,446.90387,0.9345984
1003,755.09796,538.65076,0.97347915,785.2675,533.2856,0.9710097,808.98315,445.2248,0.9559542
1004,753.60895,541.1904,0.8397495,784.29675,533.43567,0.9462052,806.2203,443.59015,0.8949943
1005,752.8192,541.7371,0.8013658,784.0827,536.0811,0.8821034,802.75476,444.4842,0.904014
1006,752.2918,546.0632,0.8780344,783.06055,537.7176,0.9434179,798.4319,445.50256,0.9663233
1007,751.7401,547.54944,0.8865028,781.826,540.6042,0.9439781,793.89435,446.1496,1.0
1008,751.0549,548.91547,0.84116215,779.3803,545.46014,0.9151451,792.68634,447.45013,0.9883534
1009,749.25146,554.2101,0.75853544,777.9057,547.8098,0.93163586,788.8356,450.52762,0.96464455
1010,747.997,559.8411,0.7639719,777.37476,551.047,0.90026844,781.42773,453.84732,0.89302385
1011,747.91,564.489,0.8766883,776.8312,554.8237,0.93071824,777.02734,457.13498,0.9250475
1012,747.4558,567.7569,0.77877337,776.3653,559.5951,0.89499056,770.0023,460.82892,0.85261023
1013,748.06744,573.36224,0.8279651,775.3032,563.0541,0.96812195,763.58453,464.9797,0.94192827
1014,745.48126,576.3386,0.66210234,774.7922,564.6337,0.94571334,758.17126,467.0865,0.82604456
1015,745.23987,579.40955,0.5887521,774.3598,566.4643,0.9256614,753.8322,468.58517,0.7913356
1016,745.6982,581.8589,0.46814463,774.26306,567.6489,0.9053892,749.3462,470.39734,0.8595597
1017,747.2945,582.58655,0.66002387,774.8429,568.3865,0.94105685,747.40076,472.30737,0.9191361
1018,744.93164,584.8952,0.5811877,775.0365,569.24945,0.9816412,746.9178,472.49326,0.941362
1019,746.85187,585.5675,0.3535552,775.01654,570.299,0.8791341,743.8378,474.49942,0.94538295
1020,751.8096,581.9014,0.26935112,774.9909,570.95856,0.8327816,741.82935,476.14496,0.94742835
1021,750.19196,584.89355,0.35853022,775.26855,571.22095,0.88387793,738.5942,477.1726,0.9410955
1022,750.3761,585.363,0.35170335,775.14484,571.9913,0.8730599,736.53735,477.6834,0.9607836
1023,746.9138,587.86304,0.39377865,775.1714,573.06354,0.8918389,735.88513,478.3134,0.97075164
1024,746.5046,588.80994,0.5451101,775.19574,573.3605,0.95307094,737.23236,480.0753,0.92779565
1025,746.37537,589.217,0.5323059,775.21545,574.27655,0.8942688,738.0167,480.26007,0.9410293
1026,747.6385,591.5058,0.576529,775.48376,577.50745,0.9464144,739.8465,483.5076,0.9944928
1027,747.8088,595.91254,0.9187339,774.7752,580.83997,1.0,741.2013,490.70923,0.9462324
1028,748.7455,599.25146,0.9466662,777.34314,584.6672,0.93699276,739.2486,498.27295,0.8983222
1029,750.1137,601.4238,1.0,777.8505,590.4244,0.9768914,737.75836,504.9673,0.7549434
1030,751.8711,604.8618,0.99747735,778.74634,593.0631,1.0,736.5714,510.31046,0.82545376
1031,753.19794,607.0804,0.9825209,779.7779,593.4664,0.99592155,732.58673,515.0459,0.8271154
1032,753.5797,609.204,0.95236105,780.363,594.33026,0.97994465,729.7515,517.8347,0.8867097
1033,753.96967,609.56903,0.96048564,780.0918,594.5255,1.0,726.0672,521.0734,0.84131235
1034,754.6777,610.2164,0.95855,779.9856,594.7077,1.0,723.1842,523.0787,0.88901
1035,754.98486,610.536,0.95219684,779.452,594.1643,1.0,721.3933,524.5787,0.9042853
1036,755.78467,610.3209,0.9148546,779.042,592.8207,1.0,719.4168,524.85516,0.8635263
1037,755.5203,609.82104,0.91239446,778.17285,591.28094,0.9691215,715.73004,523.93164,0.92422855
1038,754.68304,609.10925,0.92066604,777.9759,590.2193,0.9695045,712.24713,523.26685,0.84665066
1039,755.1249,607.8583,0.88864785,777.5263,587.7051,0.9949343,709.12964,522.4288,0.65980077
1040,753.862,603.73865,0.9447234,776.6266,584.93915,0.947775,706.54974,522.05426,0.6097069
1041,752.4202,600.8206,0.8718899,774.4011,581.06696,1.0,704.4679,521.8668,0.7227901
1042,752.33484,598.9011,0.9345359,774.3998,578.68146,1.0,700.14154,518.9682,0.61980104
1043,753.768,596.4596,0.9577753,775.2725,577.4776,1.0,697.7152,518.03253,0.5580465
1044,753.51666,594.4964,0.9057942,774.302,571.3389,1.0,697.2544,515.95526,0.68029386
1045,752.1573,591.93475,0.8385731,773.25305,568.2706,1.0,696.88544,512.7417,0.6942779
1046,752.0344,588.1187,0.9160709,771.9304,565.0816,1.0,698.12616,506.32178,0.76267636
1047,751.13055,585.8121,0.8658836,771.78204,563.6791,1.0,702.1731,503.47256,0.6576116
1048,749.6402,582.85016,0.85664606,771.23126,559.92084,1.0,702.3779,499.0983,0.76186395
1049,749.06024,579.8539,0.9160415,771.745,556.6636,1.0,702.40753,493.7542,0.8304792
1050,747.9095,577.0782,0.8638757,771.00775,552.9421,1.0,702.5671,489.045,0.83433324
1051,748.2878,571.708,0.8846095,769.5546,548.0076,1.0,704.3654,483.27054,0.77736187
1052,747.2783,566.87524,0.8940086,769.11926,545.07355,1.0,706.73444,476.67532,0.8669446
1053,747.23083,564.0455,0.9869738,769.6971,541.62463,1.0,707.46075,472.06702,0.85964835
1054,747.11163,562.19354,0.9352738,769.20435,538.0213,0.9972445,708.3589,466.3858,0.87752867
1055,747.0599,557.8304,0.91376734,768.04877,533.35266,1.0,708.6794,461.15604,0.86757624
1056,747.45386,554.5346,0.9398925,768.0321,530.07996,1.0,709.3389,458.50583,0.8916817
1057,747.1927,551.3604,0.90115064,768.1571,528.4941,1.0,709.2249,455.94302,0.8300841
1058,747.4966,549.84924,0.98499733,769.34186,526.56384,1.0,710.6667,451.56125,0.8857353
1059,750.1458,548.05597,0.9655776,771.28485,524.2773,1.0,711.8887,448.87686,0.81723344
1060,753.2827,546.4821,0.9604439,772.84753,522.6457,1.0,713.79694,444.6016,0.7073477
1061,755.39185,545.7396,1.0,776.16504,520.7176,0.9201236,717.4318,442.7424,0.8894952
1062,758.0456,545.93665,1.0,778.97516,520.62897,0.9669799,719.4247,441.7896,0.7845821
1063,761.44885,545.3954,0.99896663,781.7611,520.03595,0.97597736,721.9285,441.4073,0.5127914
1064,763.7043,543.6242,0.9687039,784.5501,518.9807,1.0,722.40985,441.3205,0.73033595
1065,766.1606,542.04626,0.9424909,786.5277,518.5578,1.0,725.52374,440.97272,0.82821584
1066,768.522,540.4151,1.0,788.375,517.20483,1.0,730.27167,436.80917,0.8029603
1067,769.36005,539.625,1.0,791.6839,517.11163,1.0,738.717,434.2081,0.7961461
1068,771.5788,538.62427,1.0,796.1869,517.17615,1.0,745.3598,430.94864,0.7306461
1069,775.4131,537.37573,0.8502166,799.6161,516.43207,1.0,753.91327,428.83493,0.8681125
1070,779.0597,538.2418,0.96882945,802.01483,517.2272,1.0,762.19006,427.6739,0.8439106
1071,781.599,538.11456,0.9899852,804.7054,517.50635,1.0,770.6088,426.48904,0.86640656
1072,784.8183,538.3226,0.97315544,808.4286,518.903,1.0,778.25867,425.65555,0.8311828
1073,786.8241,538.7255,0.9805481,811.45496,519.18866,0.99023527,784.1369,425.9077,0.7626785
1074,787.15936,539.24725,0.993221,812.3303,519.1458,0.9830728,787.32574,425.26462,0.7427985
1075,787.644,538.8357,0.9794845,813.25415,518.8515,0.965846,789.8036,424.61813,0.8303989
1076,788.1868,538.2647,0.91851646,814.0122,518.6545,0.9421429,791.4028,423.1095,0.7720942
1077,788.58923,537.4344,0.9049011,814.49896,518.2927,0.9561401,793.2892,423.00925,0.7954248
1078,789.2195,535.7323,0.8493628,814.8869,518.27374,0.9273352,793.4412,422.77322,0.7584133
1079,789.4313,535.2524,0.87202203,815.10547,517.9782,0.93656427,793.151,422.0881,0.7494557
1080,789.5816,534.68945,0.90067536,815.31616,517.83704,0.9472845,791.53204,421.2329,0.7564629
1081,789.59674,535.32465,0.8501016,815.5934,517.9998,0.9258291,790.98804,421.4698,0.7683208
1082,789.55585,536.68604,0.83265036,815.5324,518.55664,0.93737966,791.37646,423.26642,0.8293352
1083,789.79034,539.6394,0.93608814,815.8419,521.3857,0.95512855,791.2043,425.64285,0.81508625
1084,789.27155,541.00854,0.91700524,815.93854,523.0444,0.936971,790.89343,427.4615,0.8594985
1085,788.08356,543.3914,0.9351886,814.7554,525.77313,1.0,789.7697,429.13934,0.86971855
1086,787.35364,546.2544,0.90562326,813.185,528.7378,0.9812984,788.0659,431.7409,0.9116129
1087,785.9324,549.3023,0.9365939,812.1779,531.4007,1.0,786.4169,434.84415,0.8894315
1088,784.81995,551.2078,0.918774,809.2117,533.8928,1.0,785.9779,437.13705,0.86454856
1089,783.8048,553.23895,0.9107441,807.74304,535.0333,0.9787474,784.9668,440.0839,0.8124554
1090,784.3287,553.35876,0.89874935,808.7807,536.69806,0.944201,784.93195,440.64883,0.7863838
1091,783.9404,553.6283,0.91595143,808.6688,536.54834,0.9683343,784.6479,440.63992,0.76765424
1092,784.1182,553.5777,0.9038488,808.8449,536.7033,0.95242864,785.5157,440.64334,0.79862905
1093,783.9119,554.30786,0.91341144,808.2876,536.352,0.9690438,784.82336,440.95364,0.80345726
